Statement,True,False
"Rhode Islands state pension system underperformed the median three out of the four years that Mr. [Frank] Caprio was in office. In Rhode Island, 9 percent of workers use the states temporary disability insurance program each year while in New Jersey, the rate is only 3 percent.",0.5,0.5
"""America has been vaccinating cattle for coronavirus for years, yet the news tells you it's new and gunna kill you all so go buy mask."". Says Henry Kissinger said that ""once the herd accepts mandatory forcible vaccination, it's game over,"" and that vaccine makers ""stand to make billions … We thin out the herd and the herd pays us for providing extermination services."".",0.0,1.0
We did not even have a federal income tax in this country until 1913. Says the U.S. federal income tax rate was 0 percent until 1913.,1.0,0.0
25% of human trafficking victims are located in Texas. Says over 25 percent of the Texas budget funds services to non-U.S. citizens.,0.0,1.0
One out of every three automobile fatalities can be attributed to alcohol. A 0.05 standard for drunken driving means having a glass of wine at dinner could make a person drunk.,1.0,0.0
"Says NC absentee voters have ""no way"" to know if ballots are delivered. Says the NC elections board received ""no calls"" after alerting Bladen County voters to possible absentee ballot fraud.",0.0,1.0
"""Donald Trump says he will ‘terminate' Social Security if re-elected."". ""Trump wants to cut (Medicare) just to pay for tax breaks to billionaires."".",0.0,1.0
"Says a Congressional Budget Office report on spending by House Democrats in the economic stimulus concluded it ""is just not stimulus It won't help the economy grow"". A ban on earmarks greatly weakens the authority Congress has over spending, to the benefit of the executive branch.",0.5,0.5
"Quotes Joe Biden as saying ""no ordinary American cares about constitutional rights."". ""I believe, without having definitive proof, that the military is in charge of our country ... because Joe Biden is an illegal president."".",0.0,1.0
"Under (Obamacare), you cant reward a person for better behavior You cant have incentives to be healthier. If parents ""don't have health insurance that Senator Obama wants them to have (for their children), they will be fined."".",1.0,0.0
"Says ""566,000 crimes"" were ""made in Texas by criminal aliens in the last 6 years."". Says Texas will be majority Hispanic in six years.",0.0,1.0
Says Mitt Romney has flip-flopped on abortion rights. Says Romney flip-flopped on abortion.,1.0,0.0
"The United States has more of our people in prison than Russia, China, and North Korea combined. [W]e see Americas prison population exploding, with America having a greater percentage of its people behind bars than any other nation in the world!",0.5,0.5
"In Mexico, they dont have birth certificates they dont have registration cards for voters They have one national ID. ""No one mentions that illegals are free to leave detention centers anytime to go back to Mexico. They aren't our prisoners."".",0.0,1.0
"750 days since Bill Nelson the Democrats in the Senate passed a budget. How can this be justified? Says U.S. Senate Democrats have gone without any budget at all for more than 1,000 days.",1.0,0.0
"""New study: The flu vaccine is 'significantly associated' with an increased risk of coronavirus"". Says a coronavirus patent expired just as there is a ""sudden outbreak"" and, despite ""media fear-mongering,"" there is already a vaccine available.",0.0,1.0
"Household incomes are down more than $4,000 since the year 2000. We lowered the business tax from 4 percent down to 1 percent.",1.0,0.0
More people die from medical misadventures than firearm accidents nationally and in Florida. There are more pain clinics in Broward County than there are McDonalds in Broward County.,1.0,0.0
Almost 95 percent of all (Planned Parenthood) pregnancy services were abortions. Abortions account for 94 percent of the services provided for pregnant women by Planned Parenthood.,0.0,1.0
Says roughly two-thirds of (state) corporations didnt pay any income tax in Virginia. Says only about 2 percent of gunsales in Virginia are not subject to background checks.,0.5,0.5
The Paul Ryan budget proposal would privatize Medicare. Says Ron Johnson voted to turn Medicare into a voucher program.,1.0,0.0
"Barbara Boxer voted to cut spending on Medicare benefits by $500 billion, cuts so costly to hospitals and nursing homes that they could stop taking Medicare altogether. Says Bill Nelson voted for ""cuts to Medicare providers"" and voted to weaken ""Social Security protections"" as a U.S. senator.",0.0,1.0
Georgia has the countrys second highest number of fraudulent tax refund claims. Georgia has the second-highest rate of childhood obesity in the United States.,1.0,0.0
"When I became governor, I inherited a large deficit. You know what? We just turned that into the largest surplus in Virginia history. During his governorship, Virginia made ""the largest investment ever in K-12 education."".",0.0,1.0
"Says Barack Obama said when he was running for office four years ago that he would halve the annual deficit by the end of his first term. That simply has not happened. (Barack Obama) says hes going to reduce the long-term debt and deficit by $4 trillion, doesnt say how hes going to do it.",0.5,0.5
The federal government now tells us which light bulbs to buy. New energy standards will take away our freedom of choice and selection in the light bulbs we have in our homes.,0.0,1.0
"Says Alexandria Ocasio-Cortez tweeted, ""It's vital that Governors maintain restrictions on businesses until after the November Elections because economic recovery will help Trump be re-elected. A few business closures or job losses is a small price to pay to be free from his presidency. #KeepUsClosed."". Going to public financing really disadvantages Democrats because you're not able to raise funds between the day you win the primaries and the time you're officially nominated.",0.5,0.5
